frame.time_epoch,ip.src,ip.dst,protocol,src_port,dst_port,frame.len
1518611591.304774,172.31.64.111,104.16.84.55,TCP,49472.0,443.0,54
1518611591.305267,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305281,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305289,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.305304,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305311,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305317,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.305353,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305354,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305362,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.305376,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305377,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305384,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.305397,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305419,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305426,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.30544,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305441,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305447,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.30546,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305478,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305487,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.305501,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305502,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.30551,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.305522,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305583,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305584,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305585,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305595,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611591.305634,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305635,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611591.305636,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,584
1518611591.305645,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.285842,172.31.64.111,209.85.203.95,TCP,49470.0,443.0,100
1518611592.285945,172.31.64.111,216.58.211.163,TCP,49473.0,443.0,100
1518611592.286145,172.31.64.111,209.85.203.95,TCP,49470.0,443.0,85
1518611592.286169,172.31.64.111,209.85.203.95,TCP,49470.0,443.0,54
1518611592.286403,172.31.64.111,216.58.211.163,TCP,49473.0,443.0,85
1518611592.286422,172.31.64.111,216.58.211.163,TCP,49473.0,443.0,54
1518611592.287045,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,401
1518611592.298903,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.298904,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.29893,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.298953,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.298954,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.298968,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299001,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299003,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299013,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299029,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.29903,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299037,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.29905,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299078,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299079,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299087,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299101,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299106,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299119,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299138,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299144,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299158,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299158,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299165,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299191,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299192,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299199,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299214,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299235,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299241,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299273,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299274,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299282,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299296,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299297,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299303,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299339,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.29934,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299347,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.29936,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299361,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299367,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.29938,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299405,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299406,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299414,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299425,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299431,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299439,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299519,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.29952,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299521,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299522,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299535,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299553,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299554,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299555,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299563,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299592,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299593,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299602,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299616,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299617,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299623,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299636,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299656,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299662,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299684,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299684,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299692,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299707,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299708,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299716,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299729,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299745,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299751,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299774,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299775,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299781,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299794,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299801,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299805,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299832,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299857,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299858,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299865,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299878,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299883,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299895,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299929,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.29993,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299938,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.29997,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.299976,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.299988,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300016,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300017,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300024,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300036,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300041,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300054,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300077,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300083,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300104,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300105,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300111,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300124,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300125,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300133,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300146,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300177,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300178,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300185,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300202,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300207,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.30022,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300247,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300247,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300254,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300283,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300284,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300292,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300306,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300307,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300318,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300331,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300336,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300343,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.3004,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300401,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300401,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300403,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300416,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300433,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300434,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300442,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300488,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300489,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.30049,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300501,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300516,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300517,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300525,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300538,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300562,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300563,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300572,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300586,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300591,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300606,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300614,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.30062,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300646,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300647,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300657,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300678,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300679,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300684,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300697,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300724,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300725,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300731,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300744,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300751,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300764,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.30078,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300785,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300806,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300807,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300816,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.30083,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300831,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300838,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300868,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300868,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300877,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300891,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300892,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300898,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300931,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300932,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300941,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300955,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300956,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300963,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.300976,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.300997,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301003,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.301031,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301059,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.30106,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301068,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.301081,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301086,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.301098,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301126,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301127,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301135,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.30115,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.30115,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301166,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.301181,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301182,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301188,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.301216,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301223,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.301236,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301237,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301245,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.301258,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.30127,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,66
1518611592.301283,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.30129,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,74
1518611592.301304,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301304,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.301312,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,82
1518611592.301323,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,90
1518611592.301333,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1154
1518611592.301338,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,90
1518611592.303052,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,90
1518611592.312577,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.312579,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.31258,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.31258,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.312611,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,90
1518611592.312635,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,82
1518611592.312647,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,82
1518611592.312656,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,82
1518611592.312679,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.31268,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.312681,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.312682,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.312692,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,74
1518611592.312704,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,74
1518611592.312712,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,74
1518611592.312724,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,66
1518611592.314287,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.314303,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,66
1518611592.323877,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.323879,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.32388,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.323906,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,66
1518611592.323924,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,66
1518611592.323932,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,66
1518611592.323944,93.184.215.240,172.31.64.111,TCP,80.0,49507.0,1514
1518611592.323958,172.31.64.111,93.184.215.240,TCP,49507.0,80.0,54
1518611592.38283,216.58.211.163,172.31.64.111,TCP,443.0,49473.0,54
1518611592.38283,216.58.211.163,172.31.64.111,TCP,443.0,49473.0,54
1518611592.382875,172.31.64.111,216.58.211.163,TCP,49473.0,443.0,54
1518611592.383076,209.85.203.95,172.31.64.111,TCP,443.0,49470.0,54
1518611592.383091,209.85.203.95,172.31.64.111,TCP,443.0,49470.0,54
1518611592.3831,172.31.64.111,209.85.203.95,TCP,49470.0,443.0,54
1518611593.048342,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,66
1518611593.107265,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,66
1518611593.10733,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,54
1518611593.107672,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,267
1518611593.168807,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,1514
1518611593.168808,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,1514
1518611593.168809,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,892
1518611593.168859,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,54
1518611593.171456,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,180
1518611593.231161,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,105
1518611593.231606,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,541
1518611593.231643,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,862
1518611593.285787,172.31.64.111,23.219.88.169,TCP,49461.0,80.0,54
1518611593.290595,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,54
1518611593.292409,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,1041
1518611593.29338,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,54
1518611593.318615,23.219.88.169,172.31.64.111,TCP,80.0,49461.0,54
1518611593.318658,172.31.64.111,23.219.88.169,TCP,49461.0,80.0,54
1518611593.352334,40.77.232.95,172.31.64.111,TCP,443.0,49508.0,54
1518611593.352374,172.31.64.111,40.77.232.95,TCP,49508.0,443.0,54
1518611594.099951,172.31.64.111,65.55.44.109,TCP,49494.0,443.0,875
1518611594.10041,172.31.64.111,65.55.44.109,TCP,49494.0,443.0,1355
1518611594.121619,65.55.44.109,172.31.64.111,TCP,443.0,49494.0,54
1518611594.217727,65.55.44.109,172.31.64.111,TCP,443.0,49494.0,395
1518611594.269944,172.31.64.111,65.55.44.109,TCP,49494.0,443.0,54
1518611594.301383,172.31.64.111,216.58.211.163,TCP,49485.0,443.0,100
1518611594.301464,172.31.64.111,209.85.203.95,TCP,49481.0,443.0,100
1518611594.30168,172.31.64.111,209.85.203.95,TCP,49481.0,443.0,85
1518611594.301711,172.31.64.111,209.85.203.95,TCP,49481.0,443.0,54
1518611594.302047,172.31.64.111,216.58.211.163,TCP,49485.0,443.0,85
1518611594.302067,172.31.64.111,216.58.211.163,TCP,49485.0,443.0,54
1518611594.397919,209.85.203.95,172.31.64.111,TCP,443.0,49481.0,54
1518611594.397956,209.85.203.95,172.31.64.111,TCP,443.0,49481.0,54
1518611594.397979,172.31.64.111,209.85.203.95,TCP,49481.0,443.0,54
1518611594.39829,216.58.211.163,172.31.64.111,TCP,443.0,49485.0,54
1518611594.398304,172.31.64.111,216.58.211.163,TCP,49485.0,443.0,54
1518611600.613338,,,OTHER,,,56
1518611600.613363,,,OTHER,,,42
1518611601.269929,172.31.64.111,169.254.169.254,TCP,49493.0,80.0,54
1518611601.270199,172.31.64.111,169.254.169.254,TCP,49509.0,80.0,66
1518611601.270229,169.254.169.254,172.31.64.111,TCP,80.0,49493.0,54
1518611601.270357,169.254.169.254,172.31.64.111,TCP,80.0,49509.0,66
1518611601.270397,172.31.64.111,169.254.169.254,TCP,49509.0,80.0,54
1518611601.270511,172.31.64.111,169.254.169.254,TCP,49509.0,80.0,151
1518611601.270662,169.254.169.254,172.31.64.111,TCP,80.0,49509.0,54
1518611601.27092,169.254.169.254,172.31.64.111,TCP,80.0,49509.0,286
1518611601.332264,172.31.64.111,169.254.169.254,TCP,49509.0,80.0,54
1518611603.400746,197.128.1.20,172.31.64.111,TCP,59665.0,445.0,66
1518611603.400818,172.31.64.111,197.128.1.20,TCP,445.0,59665.0,66
1518611603.580367,197.128.1.20,172.31.64.111,TCP,59665.0,445.0,54
1518611603.580869,197.128.1.20,172.31.64.111,TCP,59665.0,445.0,54
1518611603.580912,172.31.64.111,197.128.1.20,TCP,445.0,59665.0,54
1518611603.580973,172.31.64.111,197.128.1.20,TCP,445.0,59665.0,54
1518611604.12611,175.195.219.31,172.31.64.111,TCP,64442.0,3389.0,66
1518611604.126192,172.31.64.111,175.195.219.31,TCP,3389.0,64442.0,66
1518611604.433852,175.195.219.31,172.31.64.111,TCP,64442.0,3389.0,54
1518611604.433855,175.195.219.31,172.31.64.111,TCP,64442.0,3389.0,97
1518611604.436231,172.31.64.111,175.195.219.31,TCP,3389.0,64442.0,73
1518611604.749173,175.195.219.31,172.31.64.111,TCP,64442.0,3389.0,259
1518611604.751089,172.31.64.111,175.195.219.31,TCP,3389.0,64442.0,1227
1518611605.062459,175.195.219.31,172.31.64.111,TCP,64442.0,3389.0,188
