Timestamp,flow_count,Flow Duration_mean,Flow Duration_std,Tot Fwd Pkts_sum,Tot Bwd Pkts_sum,TotLen Fwd Pkts_sum,TotLen Bwd Pkts_sum,Flow Byts/s_mean,Flow Pkts/s_mean,Flow IAT Mean_mean,SYN Flag Cnt_sum,ACK Flag Cnt_sum,RST Flag Cnt_sum,FIN Flag Cnt_sum,PSH Flag Cnt_sum,URG Flag Cnt_sum,unique_dst_ports,dominant_label,attack_ratio,attack_present
2018-02-14 03:13:00,2893,3651885.156930522,17369225.700053263,28181,26094,2293291,3679011,198925.37505519757,132306.48809706385,867547.7554397889,77,1303,71,8,1341,1081,145,SSH-Bruteforce,0.717594192879364,1
2018-02-14 03:14:00,2390,1833151.7958158995,10773612.276910082,25940,24412,2190261,3030112,51306.712488240104,141510.25980246355,703488.2307216794,2,1120,46,0,1227,1058,78,SSH-Bruteforce,0.8656903765690377,1
2018-02-14 03:15:00,2588,2669625.40301391,14378266.139846684,26586,25565,2190924,4326509,64704.74502353129,139449.35005098587,739298.3650794551,42,1232,34,9,1274,1074,116,SSH-Bruteforce,0.7955950540958269,1
2018-02-14 03:16:00,2724,4661420.990455213,20612122.715802174,27972,26549,2288669,4070347,65284.57894376695,125831.25889853573,881317.0369776622,22,1163,38,2,1311,1068,109,SSH-Bruteforce,0.7558737151248165,1
2018-02-14 03:17:00,3451,7302526.900318748,26148906.79723034,36646,40310,2702112,19720468,82728.46966192988,98961.40250369014,670111.6776804222,26,1204,42,3,1551,1063,128,SSH-Bruteforce,0.5989568241089539,1
2018-02-14 03:18:00,2934,3691220.909679618,17414273.57707183,28236,26660,2282567,4196057,22596.747820158078,117497.72066262612,690884.3904902833,15,1302,29,3,1361,1102,151,SSH-Bruteforce,0.7014314928425358,1
2018-02-14 03:19:00,3064,4739381.808420366,20518546.319366958,34113,37937,2308943,20156999,149566.38735596507,117001.18280493833,765878.1406709779,69,1368,22,3,1361,1116,202,SSH-Bruteforce,0.6710182767624021,1
2018-02-14 03:20:00,2781,2168640.6087738224,12985955.95382855,27065,25072,2219344,3198536,127343.66806710565,138677.66779775356,622703.0130963083,75,1317,17,9,1295,1077,154,SSH-Bruteforce,0.7389428263214671,1
2018-02-14 03:21:00,2421,1874821.3874432053,11646005.2600238,29369,30591,2148326,12152640,51094.76551897844,140326.47068669318,767356.7419467951,24,1175,24,1,1202,1070,95,SSH-Bruteforce,0.8529533250722842,1
2018-02-14 03:22:00,2577,2529730.0667442763,14357632.451559825,26769,25101,2195192,3212330,78283.25934642428,136849.12721106404,751974.0791418399,32,1170,18,8,1230,1058,82,SSH-Bruteforce,0.8063639891346527,1
2018-02-14 03:23:00,2760,4050820.3253623187,19102676.64425279,34186,39370,2271720,22815500,149195.02707790956,129045.72685329687,664103.0175320192,32,1199,33,3,1329,1056,87,SSH-Bruteforce,0.7463768115942029,1
2018-02-14 03:24:00,3445,7076047.591582003,25708511.97496264,33057,33874,2577314,10732723,96197.53439855875,100098.175086182,748748.20069686,35,1256,25,5,1529,1070,111,SSH-Bruteforce,0.6026124818577648,1
2018-02-14 03:25:00,2763,2005166.6847629389,12498899.901510514,32601,36367,2181210,19360880,67807.3529837632,126418.85014008549,606723.9738181226,16,1338,13,7,1323,1083,125,SSH-Bruteforce,0.7506333695258777,1
2018-02-14 03:26:00,2690,3487198.1167286243,17131728.307032175,28161,27016,2268138,5090945,33278.94148502292,130598.43121524256,726249.2930724289,33,1238,17,2,1273,1090,136,SSH-Bruteforce,0.7721189591078067,1
2018-02-14 03:27:00,2612,2058403.5513016845,12442409.758611847,29660,30749,2194241,11790831,223698.82634146122,147664.8372311075,762023.714985109,84,1290,17,6,1237,1079,141,SSH-Bruteforce,0.7959418070444104,1
2018-02-14 03:28:00,2477,2034067.3326604764,12290894.272692367,26317,24766,2205913,3049417,57170.32229310701,139155.43293124277,724512.1805055265,12,1174,15,0,1230,1081,79,SSH-Bruteforce,0.8421477593863544,1
2018-02-14 03:29:00,2786,3051544.111270639,15844600.154521324,31474,34550,2291138,16236043,184758.9283785813,127671.88052446076,641472.6266988934,29,1198,18,2,1299,1059,97,SSH-Bruteforce,0.7451543431442929,1
2018-02-14 03:30:00,2597,2316691.3546399693,13530560.269722948,26871,25275,2281158,3232650,27522.090970754507,128928.51840761464,759889.0585942182,6,1167,24,0,1289,1060,70,SSH-Bruteforce,0.7986137851366962,1
2018-02-14 03:31:00,2689,3417147.526961696,16514397.883578738,30888,35635,2309495,17310535,33000.509138037174,124735.64793354769,1011199.5696710985,17,1183,48,2,1294,1086,106,SSH-Bruteforce,0.7809594644849387,1
2018-02-14 03:32:00,1811,6856809.804527885,24411123.382335644,16418,15539,1334469,3041021,188542.39829691456,105037.43613066996,1746762.35458507,15,696,46,6,812,566,114,SSH-Bruteforce,0.5831032578685809,1
2018-02-14 03:33:00,399,13055247.68170426,29250001.8234577,4586,6907,200148,8180964,317205.0178567729,40584.98363276291,7521821.812108018,22,123,62,3,196,24,80,Benign,0.0,0
2018-02-14 03:34:00,452,9352021.137168141,22422276.310240634,2428,2034,252498,596901,735640.3269453343,46244.25947178053,3846124.4991168748,14,116,75,0,236,21,66,Benign,0.0,0
2018-02-14 03:35:00,333,10975768.783783784,25107882.732130315,2683,4928,166823,5576885,585737.0910538388,36351.90725254577,4814120.034911058,8,85,33,2,186,7,51,Benign,0.0,0
2018-02-14 03:36:00,560,15845611.8375,35089134.9690088,4356,5265,307714,4717622,248395.03316360802,10006.269466946409,3176494.3675261503,9,96,63,2,245,9,51,Benign,0.0,0
2018-02-14 03:37:00,345,15224262.188405797,33803683.77558887,2636,3445,181709,3176939,60723.075166197304,24841.58696047268,4349968.916613465,8,81,47,2,171,12,55,Benign,0.0,0
2018-02-14 03:38:00,693,16579948.975468975,36721589.559242755,3816,4263,239996,2757972,140272.85111150364,15018.113318323829,2924370.343015302,8,155,32,0,267,19,56,Benign,0.0,0
2018-02-14 03:39:00,390,6485585.664102565,19372422.915515512,1506,1129,125935,195715,236964.5812181717,49185.493352211925,3923951.924155145,23,183,43,4,191,30,79,Benign,0.0,0
2018-02-14 03:40:00,629,7376360.249602544,23708396.202463742,2481,2036,175723,419019,458970.8146894049,44317.35519235665,2287131.971806474,21,259,41,2,304,24,74,Benign,0.0,0
2018-02-14 03:41:00,397,11008247.471032746,29136349.30955751,1569,1141,95855,221013,528162.5752117778,60272.99321556639,4682987.326583374,37,145,26,6,156,24,77,Benign,0.0,0
2018-02-14 03:42:00,370,17158601.04054054,35811776.06795842,2029,2728,167447,1932666,63847.96511828874,22288.15518979834,4082270.819753553,7,90,23,1,154,16,52,Benign,0.0,0
2018-02-14 03:43:00,234,10292749.397435898,22321202.260539442,1162,913,121240,181855,539091.0363978568,23497.59294652666,5767349.622688794,5,67,44,1,136,13,37,Benign,0.0,0
2018-02-14 03:44:00,290,15494422.851724138,31285746.246398244,1642,1401,199199,288992,11479.208655334742,7640.210707020371,6947171.52469303,4,73,50,0,175,13,54,Benign,0.0,0
2018-02-14 03:45:00,332,9528451.180722892,20822821.837300766,1763,1399,192770,285791,189216.98840197883,30298.75876686042,5043746.685171796,16,102,58,1,204,15,61,Benign,0.0,0
2018-02-14 03:46:00,228,13440543.478070175,26401669.303762957,1207,978,144457,193527,14681.740476293691,6666.120482101753,8104923.891169071,3,58,35,0,134,14,42,Benign,0.0,0
2018-02-14 03:47:00,479,19518301.542797495,39234302.46102204,4090,5183,348889,4684426,219034.43365823966,17561.17459184474,4070416.7162342207,21,97,19,3,187,9,62,Benign,0.0,0
2018-02-14 03:48:00,230,10220818.573913043,24840168.352191027,1024,825,94773,152043,79069.52052130892,8641.33739578298,5978194.040422686,2,79,20,0,132,8,35,Benign,0.0,0
2018-02-14 03:49:00,321,13376994.990654206,30745651.026508424,2109,2522,121026,2128636,110667.32325433144,11429.64663028234,4833718.133091329,10,91,6,1,143,12,58,Benign,0.0,0
2018-02-14 03:50:00,295,8741734.755932203,24611611.79039781,1010,663,63718,108972,165795.66614428084,23717.106807601867,5396959.529501344,26,144,7,3,130,13,65,Benign,0.0,0
2018-02-14 03:51:00,418,11882734.626794258,29723966.307143938,2155,3749,141137,3792919,83926.13116143455,6253.386784243146,3521998.1164967907,7,68,14,0,147,16,51,Benign,0.0,0
2018-02-14 03:52:00,284,13613171.876760563,30489546.824620903,1746,2019,97856,1884886,180717.1239789365,17598.17561309105,6120300.52799257,10,79,28,2,130,15,49,Benign,0.0,0
2018-02-14 03:53:00,250,9625430.82,24657701.852469295,1018,706,87565,105054,34533.64281864996,10089.500316226406,5741848.365064591,3,87,21,0,128,12,61,Benign,0.0,0
2018-02-14 03:54:00,505,17144505.774257425,38075205.50377031,4697,7605,147312,8637544,136244.55102949523,15502.390554765778,3099552.6196512957,12,127,5,0,200,14,52,Benign,0.0,0
2018-02-14 03:55:00,484,19778955.07644628,39921101.794884145,3222,4871,190424,4441790,147957.12902692283,11262.151300365771,4052905.3439455,4,126,8,1,222,8,32,Benign,0.0,0
2018-02-14 03:56:00,1396,15406137.247851003,36838870.88357199,7108,8499,473130,5372261,281220.13076757424,20808.348730952654,1419214.3094052318,49,306,18,8,454,53,126,Benign,0.0,0
2018-02-14 03:57:00,369,9343838.653116532,25243863.150638945,1730,2540,136655,2331957,146253.09545396233,48592.7854706702,3953927.913920241,24,172,29,3,138,37,103,Benign,0.0,0
2018-02-14 03:58:00,878,15443960.217539864,35301368.25580367,6725,11088,236146,12316948,267691.6645141934,47046.97191471191,2534083.4840800185,48,297,7,16,259,95,186,Benign,0.0,0
2018-02-14 03:59:00,340,10467590.452941176,26622400.27846571,1534,2169,141048,1966612,650597.3432615616,75404.00382150974,4074928.772864534,29,142,5,5,124,34,76,Benign,0.0,0
2018-02-14 04:00:00,432,9090726.145833334,23566251.799713396,2284,2490,153538,2075231,401428.01898516796,40899.19034108165,3455524.4469613144,21,166,21,4,182,34,78,Benign,0.0,0
2018-02-14 04:01:00,307,13470079.361563519,29797646.584329467,1414,2496,110566,2472818,353586.36203354306,78139.77265013247,6069644.990762861,31,123,27,4,126,27,71,Benign,0.0,0
2018-02-14 04:02:00,221,11254895.533936651,25229805.82595,1024,755,79093,118783,38416.272141762565,7541.041717576105,6414912.283432571,2,69,30,0,128,10,45,Benign,0.0,0
2018-02-14 04:03:00,480,15169865.520833334,31812111.5760385,3700,5932,222830,6082844,584732.7248106952,25000.346042287907,3149264.5917000133,17,92,22,4,186,17,56,Benign,0.0,0
2018-02-14 04:04:00,207,14913096.526570048,31744892.092488356,912,718,75162,200004,29997.101251827567,6262.810295103435,7982034.133792673,0,53,19,0,99,8,38,Benign,0.0,0
2018-02-14 04:05:00,261,9355416.084291188,22453775.508420557,2177,3178,96817,3576590,172001.18006895165,25927.80357394462,5163058.677795819,14,105,22,3,136,16,58,Benign,0.0,0
2018-02-14 04:06:00,264,18036739.90530303,36547154.44643155,1859,2178,75053,2062679,185857.1863420041,21563.57924462028,5627981.869939051,5,66,8,0,103,17,43,Benign,0.0,0
2018-02-14 04:07:00,326,12571604.549079755,30088006.870055936,1390,1219,135437,432621,69385.59147558363,10711.981980097466,5072318.945364601,1,58,29,2,117,14,28,Benign,0.0,0
2018-02-14 04:08:00,381,16689958.698162729,34924191.864852756,3354,4255,159639,4036549,188666.63233785323,21041.634412702773,3814871.8264026046,8,103,28,0,206,14,55,Benign,0.0,0
2018-02-14 04:09:00,685,16145205.445255475,33775138.30450012,3751,4752,229555,3338240,266180.8503550676,32349.22995664245,2611755.906206774,20,164,13,2,261,24,88,Benign,0.0,0
2018-02-14 04:10:00,536,8799221.867537314,25360765.12713086,2232,1967,157039,894716,168313.8840549127,14265.426123147317,2967784.831032771,21,212,15,0,232,18,56,Benign,0.0,0
2018-02-14 04:11:00,376,4635165.981382979,16453025.025620874,1177,886,75927,152455,203649.19265412548,16198.06176865514,3151312.7034036424,6,144,19,3,168,10,39,Benign,0.0,0
2018-02-14 04:12:00,189,13576450.354497354,29237474.241593063,817,570,66302,96557,53339.98339737752,20339.156275681395,8103810.6792283235,8,69,22,0,99,11,41,Benign,0.0,0
2018-02-14 04:13:00,422,14645293.165876778,33590564.68956867,2483,2474,147326,1634836,88525.75393356549,9482.993407618598,3354687.9672834906,17,87,31,1,184,4,59,Benign,0.0,0
2018-02-14 04:14:00,935,18770115.471657753,38363072.44750374,5257,5413,394730,2698948,153573.56286378467,11748.814694004017,2003649.1054678613,11,148,42,1,352,25,70,Benign,0.0,0
2018-02-14 04:15:00,417,12692681.901678657,31070798.959742095,1584,1285,114939,370501,74639.38333342849,11650.636427971102,4235740.318487686,1,127,15,1,151,32,77,Benign,0.0,0
2018-02-14 04:16:00,987,16833932.675785206,37615911.81704921,9616,13243,291955,14351275,214924.56451434182,34621.48623251632,1686809.337520004,40,240,11,4,280,88,161,Benign,0.0,0
2018-02-14 04:17:00,227,10165715.56828194,24490572.30174404,849,629,65878,99590,67883.15885850503,41234.74215413542,5950180.168900762,18,106,15,3,87,30,64,Benign,0.0,0
2018-02-14 04:18:00,589,13954036.601018677,32675924.976513527,5936,8444,212626,9537895,646673.1170455111,57670.21536916636,3310947.26729225,44,206,39,2,200,43,105,Benign,0.0,0
2018-02-14 04:19:00,364,7566100.96978022,21900201.411143076,2285,2417,154051,1962329,321742.6441793511,82697.03362701963,3661603.673589656,34,148,41,6,170,18,78,Benign,0.0,0
2018-02-14 04:20:00,292,9346278.914383562,23923539.318025343,4643,7021,175478,8569187,92118.78235154136,22775.90647039594,4596443.8380678175,4,86,56,1,185,15,38,Benign,0.0,0
2018-02-14 04:21:00,312,9894484.759615384,26269515.76734875,1378,1096,122937,239885,657384.401376604,56345.02431476507,4766836.973317438,22,78,36,3,133,7,46,Benign,0.0,0
2018-02-14 04:22:00,274,16851660.44890511,36047296.48110522,4477,6787,73097,8742663,204976.1293883868,11974.898447748927,4852654.683172597,8,52,3,0,98,5,34,Benign,0.0,0
2018-02-14 04:23:00,321,12783090.800623054,30589434.86607106,1377,1753,78077,1340896,722787.5280296741,28741.051735290534,5168735.623472473,4,73,14,3,108,14,45,Benign,0.0,0
2018-02-14 04:24:00,686,16219004.720116617,35755681.85375952,7312,12073,252594,13651628,373826.32080938696,18352.725451387352,2428864.035285708,20,137,12,0,253,23,75,Benign,0.0,0
2018-02-14 04:25:00,529,10950968.083175803,28534514.575103838,2213,1883,162191,426884,119712.2116631859,10166.388618492281,2780176.305213989,12,167,38,1,231,24,60,Benign,0.0,0
2018-02-14 04:26:00,1205,17454392.83319502,37394526.93451112,9929,14090,465811,13973052,310164.42309732595,30524.529998520145,1842916.7486830845,36,270,32,2,431,47,124,Benign,0.0,0
2018-02-14 04:27:00,722,11179829.11634349,30689169.25230444,4249,5235,169021,5053978,1008132.9734182074,64654.99711149262,2300725.3682264313,56,225,25,10,196,42,112,Benign,0.0,0
2018-02-14 04:28:00,294,9052838.3707483,24430785.967352953,1170,849,91865,138512,112247.37753929428,55422.82328652254,4112561.642042032,13,137,11,4,115,28,78,Benign,0.0,0
2018-02-14 04:29:00,370,10687931.943243243,27551973.36560949,1337,945,99477,279337,114047.63602915686,39758.61256951813,4212760.499304246,47,149,9,3,108,25,83,Benign,0.0,0
2018-02-14 04:30:00,784,13200669.19132653,32028845.088437576,5022,6008,306645,4774537,149087.49838535528,13671.119505256987,1751989.1130788336,23,172,24,3,293,16,89,Benign,0.0,0
2018-02-14 04:31:00,276,9758473.93478261,24328322.083813637,1011,794,81582,220727,165856.4250253847,33533.217615411864,5839462.077871037,4,88,11,0,103,31,67,Benign,0.0,0
2018-02-14 04:32:00,425,17375870.24,36822046.99427747,2214,2200,129020,1229252,77101.39058470467,8022.090003419282,4421437.612542105,18,112,11,1,154,18,73,Benign,0.0,0
2018-02-14 04:33:00,201,9790871.865671642,25059549.433745604,776,540,47322,118193,46650.06888699676,7345.80447247858,5664948.314089325,0,53,14,1,86,5,34,Benign,0.0,0
2018-02-14 04:34:00,204,10933026.598039215,25928682.330295768,961,692,76550,158425,9678.008425462642,34220.20066624213,6013816.478862245,2,64,25,0,110,18,48,Benign,0.0,0
2018-02-14 04:35:00,192,13510290.567708334,30192486.981280677,710,508,54493,111333,249374.8477893032,43008.8499074289,7133001.507821889,19,80,6,1,78,12,41,Benign,0.0,0
2018-02-14 04:36:00,164,13167897.420731707,28734057.176983863,709,507,56382,103203,782216.6177442685,32746.375951920876,7067995.787653442,6,51,12,0,77,13,33,Benign,0.0,0
2018-02-14 04:37:00,179,13097837.022346368,28423003.685165495,910,725,78033,242817,305308.5892928819,25168.768313011915,7157328.018522489,5,53,22,0,104,5,31,Benign,0.0,0
2018-02-14 04:38:00,197,11442009.52284264,28008812.83450998,788,588,49512,115879,93735.74207923889,18284.43587358913,6663696.232629078,0,66,19,0,108,8,37,Benign,0.0,0
2018-02-14 04:39:00,239,9436319.853556486,24061021.192439437,1321,1087,130166,308044,80115.73965657035,5669.914011704593,5002326.92818196,3,51,53,0,163,3,29,Benign,0.0,0
2018-02-14 04:40:00,869,15971761.008055236,36471111.8728844,6176,7529,401624,6291498,129400.51475856865,6106.272523174036,2218817.903383833,20,167,42,5,355,22,73,Benign,0.0,0
2018-02-14 04:41:00,805,14109118.480745342,34446614.20895232,4810,5538,259012,4098871,179026.61930568304,14469.786901281246,1768350.7656472593,8,180,45,2,307,30,87,Benign,0.0,0
2018-02-14 04:42:00,449,5119711.091314031,17854007.28814391,1464,1048,94139,167386,204167.11742071467,39008.2140532784,2739227.398907995,21,223,35,4,188,51,106,Benign,0.0,0
2018-02-14 04:43:00,409,12454839.74816626,30332757.254608493,1858,1429,133901,410626,513847.41867147246,48071.8412995664,3742919.9266176424,29,145,42,7,162,29,92,Benign,0.0,0
2018-02-14 04:44:00,260,13331671.465384616,28273231.825035773,1246,908,117835,216725,741585.9563420443,94474.56756396103,5075397.591064507,31,102,35,3,118,16,63,Benign,0.0,0
2018-02-14 04:45:00,810,15069142.796296297,33567613.23072713,4684,5224,327440,3135645,124831.30286683652,11772.682856915162,2272011.9167902265,22,130,51,2,294,29,91,Benign,0.0,0
2018-02-14 04:46:00,466,14292550.99356223,33078752.07369731,2130,1993,190290,953681,138746.98933684677,19178.867829806655,4348058.114628915,8,106,42,1,152,42,72,Benign,0.0,0
2018-02-14 04:47:00,301,12223731.568106312,28187633.47033479,1460,1265,151801,325714,161551.31043442435,35106.09110640907,4278577.446835408,11,118,35,0,124,31,66,Benign,0.0,0
2018-02-14 04:48:00,994,15368095.767605634,36330171.56541629,5913,6806,374901,4931322,282013.94564874476,25934.35967898534,1671992.3921272955,46,179,45,6,312,27,96,Benign,0.0,0
2018-02-14 04:49:00,346,11094536.161849711,28508549.504233975,1638,1339,143610,308618,82815.40752001284,12510.263820964316,4362421.85400598,7,102,62,2,175,8,45,Benign,0.0,0
2018-02-14 04:50:00,545,9790320.374311926,27536928.93252365,2565,2414,202386,972138,87369.38015344352,17661.40867623551,2420196.981523089,11,171,68,4,235,58,104,Benign,0.0,0
2018-02-14 04:51:00,529,12106776.22495274,31237749.229073174,2819,2744,162700,1695368,604701.676295061,59512.7154161509,2813876.6888761492,57,156,51,4,178,27,85,Benign,0.0,0
2018-02-14 04:52:00,302,8884708.569536423,23297901.929531634,1551,1184,173112,234806,40727.681516152625,29166.402870950627,4442404.499522123,7,92,85,1,167,14,55,Benign,0.0,0
2018-02-14 04:53:00,850,13469127.394117648,33073113.0969856,5191,6416,392750,4545224,406028.96711688745,27798.195351384595,1830200.922411838,21,119,70,6,315,21,67,Benign,0.0,0
2018-02-14 04:54:00,943,18534403.444326617,38728787.96646364,5939,7311,498414,5059228,344297.46962721716,27398.61535112883,2040111.7911112253,30,155,73,11,358,32,75,Benign,0.0,0
2018-02-14 04:55:00,450,12850079.875555556,31428272.46642924,2371,2187,214277,555560,290572.536128737,27708.14197994859,3096429.6921659145,7,143,69,1,211,28,64,Benign,0.0,0
2018-02-14 04:56:00,489,6820162.505112475,22382245.37186879,1835,1446,160911,260817,497523.67176871817,52585.67235719989,2634525.749982682,30,222,48,2,188,62,121,Benign,0.0,0
2018-02-14 04:57:00,729,10292217.25377229,29908098.628199987,3034,2654,212816,718226,309118.4248914406,55751.68449135827,2408369.459238999,52,247,60,5,284,20,87,Benign,0.0,0
2018-02-14 04:58:00,563,12029673.861456484,29037494.593817133,2374,2533,179532,1190803,392228.05943641684,21222.43577585143,2373768.662518868,20,119,23,2,191,24,47,Benign,0.0,0
2018-02-14 04:59:00,705,7404597.424113475,21962735.78110067,4566,6355,248465,6337542,180543.19431791257,26753.745960349235,1950753.918008896,23,143,14,0,241,29,77,Benign,0.0,0
2018-02-14 05:00:00,345,8801328.504347825,23530877.92276733,2044,2794,226447,2599908,817301.2279756854,46773.609424271934,4451705.920976415,10,105,16,3,169,19,48,Benign,0.0,0
2018-02-14 05:01:00,175,10461324.502857143,22865517.671508178,733,537,66443,108106,19633.27362280711,13143.60769987238,6235970.607758368,2,66,12,0,90,17,53,Benign,0.0,0
2018-02-14 05:02:00,166,11321823.313253012,25806581.865601894,691,477,54280,82914,98414.34743496492,26027.3081994951,7487109.204412688,3,57,16,0,90,9,38,Benign,0.0,0
2018-02-14 05:03:00,260,16702587.319230769,34178051.145660095,2376,3192,125035,3127511,509374.804427503,23788.68045148258,5826862.707221534,9,59,27,0,129,11,33,Benign,0.0,0
2018-02-14 05:04:00,129,13598882.968992248,25776749.67062143,587,412,54715,86825,6616.829189116677,4492.092192712674,9447830.97090865,3,44,19,0,67,12,24,Benign,0.0,0
2018-02-14 05:05:00,536,19340671.585820895,39936789.95900823,3049,2998,222804,1242698,375471.87221858476,24127.288668124595,2831809.664622207,22,113,10,1,202,33,69,Benign,0.0,0
2018-02-14 05:06:00,410,13730785.978048781,32086588.47833261,1903,1637,156287,445244,144791.76325862977,20661.64999886106,3802628.9522495647,10,89,19,0,176,14,53,Benign,0.0,0
2018-02-14 05:07:00,335,10635713.03880597,26362237.03305932,1456,1310,143007,394080,68421.64868364109,22024.518015712896,3931941.492224921,4,121,33,0,139,46,82,Benign,0.0,0
2018-02-14 05:08:00,794,16102092.787153652,37078566.50508125,3861,3638,277118,1372324,176378.6686943036,25602.16664965705,2082733.5146014583,28,150,35,2,268,24,87,Benign,0.0,0
2018-02-14 05:09:00,474,14744598.860759493,33514385.44787305,2803,3127,157629,2259181,301925.13594704727,31032.621442679727,3261127.81189076,20,124,23,3,197,25,73,Benign,0.0,0
2018-02-14 05:10:00,328,9678273.204268293,25625750.316261783,1368,1052,113664,173719,168434.98871574792,45402.10557242212,3964274.241070526,11,149,27,0,155,35,73,Benign,0.0,0
2018-02-14 05:11:00,334,8244186.583832336,24471708.8991939,1107,689,63752,104321,770014.3058828053,58652.19375448387,4514069.722880648,44,176,24,3,123,26,76,Benign,0.0,0
2018-02-14 05:12:00,311,7193420.0578778135,23303278.446716662,1070,802,59716,119184,564695.9089497502,58543.85649208348,3518266.766253232,14,145,7,2,138,3,41,Benign,0.0,0
2018-02-14 05:13:00,251,8221794.980079682,22845624.46386816,856,611,63901,110910,165120.4036177846,9149.878307622184,4847682.413011982,2,81,13,0,117,3,17,Benign,0.0,0
2018-02-14 05:14:00,162,20501332.83950617,36444265.62710241,724,515,64975,114122,18074.183407432563,18161.197659299032,9388770.408029705,1,47,10,0,77,3,31,Benign,0.0,0
2018-02-14 05:15:00,275,10825825.134545455,26670684.443208553,1077,834,87907,194639,78331.16175327086,7223.441174961199,4168408.60426475,2,62,20,0,113,13,36,Benign,0.0,0
2018-02-14 05:16:00,259,12211605.644787645,28376619.671312876,1093,907,95422,199336,69108.9167083555,5962.427873584576,5579191.488667166,4,52,22,0,100,14,38,Benign,0.0,0
2018-02-14 05:17:00,456,16672997.298245614,36859333.846359394,2212,2323,118766,1332831,119426.15826144083,21120.418799459858,3583568.8521725587,12,80,5,2,135,11,53,Benign,0.0,0
2018-02-14 05:18:00,865,16876531.776878614,37537366.00955169,6039,7943,368771,7090341,271304.6541669181,14968.361531868273,1703200.7765687457,16,124,0,2,268,26,67,Benign,0.0,0
2018-02-14 05:19:00,539,16062682.543599257,35090687.62584465,2828,2718,172175,1311946,251987.74426260818,20911.12340120351,2796171.9086471214,12,163,12,2,216,37,90,Benign,0.0,0
2018-02-14 05:20:00,362,8803435.79281768,24576165.13976057,1226,826,77301,134970,799340.6322795545,76707.45167908815,4258379.156822276,26,201,16,4,134,52,121,Benign,0.0,0
2018-02-14 05:21:00,405,13912473.851851853,34040092.38245483,1783,1445,109914,586655,423655.51616059366,80090.21892961893,3167478.756839757,50,164,11,4,120,36,93,Benign,0.0,0
2018-02-14 05:22:00,692,20735624.50144509,41641384.805578485,4048,5629,254153,4298555,135303.1160501575,15981.918964872882,2368155.329312792,10,91,12,4,229,13,55,Benign,0.0,0
2018-02-14 05:23:00,226,11696271.088495575,28429629.506678164,807,536,58609,90954,40017.88194474386,21933.096106009598,6187128.372124894,1,78,8,2,90,21,58,Benign,0.0,0
2018-02-14 05:24:00,421,15902505.909738718,34659435.134258725,1862,1594,123670,451294,313155.40289816284,37107.311002782604,3385664.59076596,32,150,9,4,126,43,102,Benign,0.0,0
2018-02-14 05:25:00,265,13053902.301886793,29869049.65280029,943,664,67569,129573,376380.1597256791,75174.80447724792,5536574.000545668,34,124,11,2,81,20,57,Benign,0.0,0
2018-02-14 05:26:00,387,11993586.193798449,26642740.732178297,3022,3777,199360,3501414,103156.16509058829,14476.975207596846,3035051.537031071,2,101,30,0,173,20,56,Benign,0.0,0
2018-02-14 05:27:00,629,13635507.216216216,29018595.128181797,3728,4374,251284,3059771,181027.73303793874,11942.977064020626,2363286.2671381873,8,144,21,0,256,22,56,Benign,0.0,0
2018-02-14 05:28:00,437,5735970.363844394,17706250.987618092,1598,1273,121748,265793,397368.0207893456,16618.33166261305,3331324.721548202,1,155,35,0,217,8,34,Benign,0.0,0
2018-02-14 05:29:00,222,4103077.8198198196,11564155.856769836,990,723,99398,141462,97539.37834440639,6800.232329920188,2727121.7843684526,8,60,8,0,124,15,34,Benign,0.0,0
2018-02-14 05:30:00,149,1020400.8791946309,1821320.665966713,3938,8927,148965,117573,95940.36572760106,6874.055254863698,82290.84864660354,0,25,13,0,80,1,18,Benign,0.0,0
2018-02-14 05:31:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:32:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:33:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:34:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:35:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:36:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:37:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:38:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:39:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:40:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:41:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:42:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:43:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:44:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
2018-02-14 05:45:00,0,,,0,0,0,0,,,,0,0,0,0,0,0,0,NoTraffic,,0
